time,character,class_id,spell_id,name,school,cast_type,result_enum,animation_state,effect_check,target_type,gcd_ready,cooldown_ready,resource_type,resource_before,resource_cost,resolved_guid,sent
6.689,"Nbmaghuman",8,10059,"Portal: Stormwind",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\RitualSummoning_PreCast_Base.mdx|Spells\Magic_PreCast_Hand.mdx|Spells\Shadow_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,850,0x0000000000000000,False
6.689,"Nbmaghuman",8,10138,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,420,0x0000000000000000,False
6.689,"Nbmaghuman",8,10139,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,585,0x0000000000000000,False
6.689,"Nbmaghuman",8,10140,"Conjure Water",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,780,0x0000000000000000,False
6.689,"Nbmaghuman",8,10144,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,420,0x0000000000000000,False
6.689,"Nbmaghuman",8,10145,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,585,0x0000000000000000,False
6.689,"Nbmaghuman",8,10148,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,2808,260,0x0000000000000000,False
6.689,"Nbmaghuman",8,10149,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,2808,305,0x0000000000000000,False
6.689,"Nbmaghuman",8,10150,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,2808,350,0x0000000000000000,False
6.689,"Nbmaghuman",8,10151,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,2808,395,0x0000000000000000,False
6.689,"Nbmaghuman",8,10156,"Arcane Intellect",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,945,0x0000000000000000,False
6.689,"Nbmaghuman",8,10157,"Arcane Intellect",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,1510,0x0000000000000000,False
6.689,"Nbmaghuman",8,10159,"Cone of Cold",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\ConeofCold_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,380,0x0000000000000000,False
6.689,"Nbmaghuman",8,10160,"Cone of Cold",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\ConeofCold_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,465,0x0000000000000000,False
6.689,"Nbmaghuman",8,10161,"Cone of Cold",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\ConeofCold_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,555,0x0000000000000000,False
6.689,"Nbmaghuman",8,10169,"Amplify Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\AmplifyMagic_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,350,0x0000000000000000,False
6.689,"Nbmaghuman",8,10170,"Amplify Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\AmplifyMagic_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,450,0x0000000000000000,False
6.689,"Nbmaghuman",8,10173,"Dampen Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ArcaneSpirit_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,400,0x0000000000000000,False
6.689,"Nbmaghuman",8,10174,"Dampen Magic",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ArcaneSpirit_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,500,0x0000000000000000,False
6.689,"Nbmaghuman",8,10177,"Frost Ward",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\FrostWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,255,0x0000000000000000,False
6.689,"Nbmaghuman",8,10179,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,2808,195,0x0000000000000000,False
6.689,"Nbmaghuman",8,10180,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,2808,225,0x0000000000000000,False
6.689,"Nbmaghuman",8,10181,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,2808,260,0x0000000000000000,False
6.689,"Nbmaghuman",8,10185,"Blizzard",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\Blizzard_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,935,0x0000000000000000,False
6.689,"Nbmaghuman",8,10186,"Blizzard",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\Blizzard_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,1160,0x0000000000000000,False
6.689,"Nbmaghuman",8,10187,"Blizzard",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\Blizzard_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,1400,0x0000000000000000,False
6.689,"Nbmaghuman",8,10191,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,2808,100,0x0000000000000000,False
6.689,"Nbmaghuman",8,10192,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,2808,120,0x0000000000000000,False
6.689,"Nbmaghuman",8,10193,"Mana Shield",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\ManaShield_State_Base.mdx",UNBOUND,True,True,MANA,2808,140,0x0000000000000000,False
6.689,"Nbmaghuman",8,10197,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,2808,280,0x0000000000000000,False
6.689,"Nbmaghuman",8,10199,"Fire Blast",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,2808,340,0x0000000000000000,False
6.689,"Nbmaghuman",8,10201,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,315,0x0000000000000000,False
6.689,"Nbmaghuman",8,10202,"Arcane Explosion",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\ArcaneExplosion_Base.mdx|Spells\ArcaneExplosion_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,390,0x0000000000000000,False
6.689,"Nbmaghuman",8,10205,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,2808,115,0x0000000000000000,False
6.689,"Nbmaghuman",8,10206,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,2808,135,0x0000000000000000,False
6.689,"Nbmaghuman",8,10207,"Scorch",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Scorch_Low_Chest.mdx",UNBOUND,True,True,MANA,2808,150,0x0000000000000000,False
6.689,"Nbmaghuman",8,10211,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,2808,500,0x0000000000000000,False
6.689,"Nbmaghuman",8,10212,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,2808,595,0x0000000000000000,False
6.689,"Nbmaghuman",8,10215,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,815,0x0000000000000000,False
6.689,"Nbmaghuman",8,10216,"Flamestrike",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\Immolate_State_Base.mdx|Spells\Fire_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,990,0x0000000000000000,False
6.689,"Nbmaghuman",8,10219,"Ice Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\IceArmor_Low_Head.mdx",UNBOUND,True,True,MANA,2808,410,0x0000000000000000,False
6.689,"Nbmaghuman",8,10220,"Ice Armor",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\IceArmor_Low_Head.mdx",UNBOUND,True,True,MANA,2808,500,0x0000000000000000,False
6.689,"Nbmaghuman",8,10223,"Fire Ward",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\FireWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,255,0x0000000000000000,False
6.689,"Nbmaghuman",8,10225,"Fire Ward",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\FireWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,320,0x0000000000000000,False
6.689,"Nbmaghuman",8,10230,"Frost Nova",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Frost_Nova_area.mdx|Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,145,0x0000000000000000,False
6.689,"Nbmaghuman",8,11416,"Portal: Ironforge",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\RitualSummoning_PreCast_Base.mdx|Spells\Magic_PreCast_Hand.mdx|Spells\Shadow_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,850,0x0000000000000000,False
6.689,"Nbmaghuman",8,11419,"Portal: Darnassus",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\RitualSummoning_PreCast_Base.mdx|Spells\Magic_PreCast_Hand.mdx|Spells\Shadow_Precast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,850,0x0000000000000000,False
6.689,"Nbmaghuman",8,12051,"Evocation",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\CycloneWater_State.mdx|Spells\Lightning_PreCast_Low_Hand.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12484,"Chilled",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12485,"Chilled",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12486,"Chilled",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Uber_Head.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12536,"Clearcasting",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Clearcasting_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12654,"Ignite",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Immolate_Impact_Chest.mdx|Spells\Immolate_State_Base.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,12824,"Polymorph",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,90,0x0000000000000000,False
6.689,"Nbmaghuman",8,12825,"Polymorph",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,120,0x0000000000000000,False
6.689,"Nbmaghuman",8,12826,"Polymorph",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,150,0x0000000000000000,False
6.689,"Nbmaghuman",8,20600,"Perception",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","spells\presenceofmind_cast_base.mdx",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,21651,"Opening",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,21652,"Closing",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,22027,"Remove Insignia",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","NO_VISUAL",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,22782,"Mage Armor",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\MageArmor_Impact_Head.mdx",UNBOUND,True,True,MANA,2808,380,0x0000000000000000,False
6.689,"Nbmaghuman",8,22783,"Mage Armor",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\MageArmor_Impact_Head.mdx",UNBOUND,True,True,MANA,2808,490,0x0000000000000000,False
6.689,"Nbmaghuman",8,22810,"Opening - No Text",PHYSICAL,CAST,ROSTER_KNOWN,"Stand","VISUAL_CHAIN_NO_MODEL",UNBOUND,True,True,MANA,2808,0,0x0000000000000000,False
6.689,"Nbmaghuman",8,23028,"Arcane Brilliance",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_Cast_Hand.mdx|Spells\ArcaneIntellect_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,3400,0x0000000000000000,False
6.689,"Nbmaghuman",8,24530,"Felfire",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Cast_Hand.mdx|Spells\Fire_ImpactDD_Chest.mdx",UNBOUND,True,True,MANA,2808,100,0x0000000000000000,False
6.689,"Nbmaghuman",8,25304,"Frostbolt",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_ImpactDD_Med_Chest.mdx|Spells\Ice_Precast_Uber_Head.mdx|Spells\Frostbolt.mdx",UNBOUND,True,True,MANA,2808,290,0x0000000000000000,False
6.689,"Nbmaghuman",8,25306,"Fireball",FIRE,CAST,ROSTER_KNOWN,"Stand","Spells\Fire_Precast_Hand.mdx|Spells\Fire_Cast_Hand.mdx|Spells\MoltenBlast_Impact_Chest.mdx|Spells\Fireball_Missile_Low.mdx",UNBOUND,True,True,MANA,2808,410,0x0000000000000000,False
6.689,"Nbmaghuman",8,25345,"Arcane Missiles",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx",UNBOUND,True,True,MANA,2808,655,0x0000000000000000,False
6.689,"Nbmaghuman",8,28270,"Polymorph: Cow",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,150,0x0000000000000000,False
6.689,"Nbmaghuman",8,28271,"Polymorph: Turtle",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,150,0x0000000000000000,False
6.689,"Nbmaghuman",8,28272,"Polymorph: Pig",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\Magic_PreCast_Hand.mdx|Spells\Magic_Cast_Hand.mdx|Spells\Polymorph_Impact_Base.mdx",UNBOUND,True,True,MANA,2808,150,0x0000000000000000,False
6.689,"Nbmaghuman",8,28609,"Frost Ward",FROST,CAST,ROSTER_KNOWN,"Stand","Spells\Ice_Precast_Low_Hand.mdx|Spells\Ice_Precast_Med_Hand.mdx|Spells\FrostWard_Impact_Chest.mdx",UNBOUND,True,True,MANA,2808,320,0x0000000000000000,False
6.689,"Nbmaghuman",8,28612,"Conjure Food",ARCANE,CAST,ROSTER_KNOWN,"Stand","Spells\ConjureItemCast.mdx",UNBOUND,True,True,MANA,2808,705,0x0000000000000000,False
