entry	name	class	subclass	quality	displayId	inventoryType	reqLevel	itemLevel
7707	Twain Test	2	5	0	15795	17	35	40
7708	Necrotic Wand	2	19	3	20825	26	30	35
7709	Blighted Leggings	4	1	3	15824	7	30	35
7710	Loksey's Training Stick	2	10	3	20360	17	31	36
7711	Robe of Doan	4	1	2	12673	20	33	38
7712	Mantle of Doan	4	1	2	4488	3	33	38
7713	Illusionary Rod	2	10	3	15806	17	34	39
7714	Hypnotic Blade	2	15	3	20318	13	34	39
7715	Onin's Report	12	0	1	9725	0	1	1
7716	Shattered Necklace	12	0	1	15685	0	0	1
7717	Ravager	2	1	3	22221	17	37	42
7718	Herod's Shoulder	4	3	3	15809	3	37	42
7719	Raging Berserker's Helm	4	3	3	15811	1	37	42
7720	Whitemane's Chapeau	4	1	3	16224	1	39	44
7721	Hand of Righteousness	2	4	3	19735	21	39	44
7722	Triune Amulet	4	0	3	6522	2	39	44
7723	Mograine's Might	2	5	3	21252	17	39	44
7724	Gauntlets of Divinity	4	3	3	16223	10	39	44
7725	Tabard of the Scarlet Crusade	4	0	1	15817	19	0	1
7726	Aegis of the Scarlet Commander	4	6	3	18751	14	39	44
7727	Watchman Pauldrons	4	2	3	17197	3	27	32
7728	Beguiler Robes	4	1	3	19109	20	29	34
7729	Chesterfall Musket	2	3	3	15821	26	28	33
7730	Cobalt Crusher	2	5	3	15466	17	29	34
7731	Ghostshard Talisman	4	0	3	15420	2	30	35
7733	Staff of Prehistoria	12	0	1	15828	0	0	1
7734	Six Demon Bag	4	0	3	3410	12	46	51
7735	Jannok's Rose	12	0	1	13489	0	0	0
7736	Fight Club	2	4	3	5224	13	34	39
7737	Sethir's Journal	12	0	1	1246	0	1	1
7738	Evergreen Gloves	4	1	2	16815	10	0	18
7739	Timberland Cape	4	1	2	15866	16	0	18
7740	Gni'kiv Medallion	12	0	1	7366	0	0	1
7741	The Shaft of Tsol	12	0	1	15867	0	0	1
7742	Schematic: Gnomish Cloaking Device	9	3	1	1102	0	0	40
7746	Explorers' League Commendation	4	0	2	7899	2	0	41
7747	Vile Protector	4	6	2	18792	14	0	41
7748	Forcestone Buckler	4	6	2	4405	14	0	45
7749	Omega Orb	4	0	2	21595	23	0	41
7750	Mantle of Woe	4	1	2	13673	3	0	33
7751	Vorrel's Boots	4	2	2	15886	8	0	30
7752	Dreamslayer	2	4	3	19670	21	28	33
7753	Bloodspiller	2	1	3	19371	17	27	32
7754	Harbinger Boots	4	2	3	15889	8	25	30
7755	Flintrock Shoulders	4	2	3	15890	3	33	38
7756	Dog Training Gloves	4	2	2	15894	10	29	34
7757	Windweaver Staff	2	10	3	20316	17	32	37
7758	Ruthless Shiv	2	6	3	22238	17	34	39
7759	Archon Chestpiece	4	3	3	15897	5	33	38
7760	Warchief Kilt	4	2	3	21404	7	34	39
7761	Steelclaw Reaver	2	0	3	19210	21	33	38
7766	Empty Brown Waterskin	12	0	1	29438	0	1	0
7767	Empty Blue Waterskin	12	0	1	29434	0	1	0
7768	Empty Red Waterskin	12	0	1	29436	0	1	0
7769	Filled Brown Waterskin	12	0	1	29439	0	1	0
7770	Filled Blue Waterskin	12	0	1	29435	0	1	0
7771	Filled Red Waterskin	12	0	1	29437	0	1	0
7786	Headsplitter	2	0	3	15938	13	25	30
7787	Resplendent Guardian	4	6	3	18455	14	26	31
7806	Lollipop	0	0	1	15963	0	1	5
7807	Candy Bar	0	0	1	15964	0	1	5
7808	Chocolate Square	0	0	1	15965	0	1	5
7809	Easter Dress	4	0	1	15966	20	0	30
7810	Vial of Purest Water	12	0	1	15794	0	0	1
7811	Remaining Drops of Purest Water	12	0	1	4836	0	0	1
7812	Corrupt Manifestation's Bracers	12	0	1	4829	0	0	1
7813	Shard of Water	12	0	1	1659	0	1	0
7826	Monster - Staff, Special NPC (Whitemane)	2	10	0	15990	17	1	1
7846	Crag Coyote Fang	12	0	1	7886	0	0	1
7847	Buzzard Gizzard	12	0	1	1438	0	0	1
7848	Rock Elemental Shard	12	0	1	18500	0	0	1
7866	Empty Thaumaturgy Vessel	12	0	1	16023	0	0	1
7867	Vessel of Dragon's Blood	12	0	1	16024	0	0	1
7868	Thieven' Kit	15	0	1	9288	0	0	16
7869	Lucius's Lockbox	15	0	1	16028	0	0	16
7870	Thaumaturgy Vessel Lockbox	12	0	1	18721	0	0	1
7871	Token of Thievery	12	0	1	6357	0	1	1
7872	Rusty Thieves' Tools	7	0	1	7411	0	15	15
7886	Untranslated Journal	12	0	1	4049	0	0	1
7887	Necklace and Gem Salvage	12	0	1	16052	0	0	1
7888	Jarkal's Enhancing Necklace	4	0	3	9854	2	0	47
7906	Horns of Nez'ra	12	0	1	16283	0	0	1
7907	Certificate of Thievery	15	0	1	16065	0	0	16
7908	Klaven Mortwake's Journal	12	0	1	1134	0	0	1
7909	Aquamarine	7	0	2	13496	0	0	45
7910	Star Ruby	7	0	2	4777	0	0	50
7911	Truesilver Ore	7	0	2	20657	0	0	40
7912	Solid Stone	7	0	1	4719	0	0	35
7913	Barbaric Iron Shoulders	4	3	2	16081	3	27	32
7914	Barbaric Iron Breastplate	4	3	2	16080	5	27	32
7915	Barbaric Iron Helm	4	3	2	16084	1	30	35
7916	Barbaric Iron Boots	4	3	2	16086	8	31	36
7917	Barbaric Iron Gloves	4	3	2	16087	10	32	37
7918	Heavy Mithril Shoulder	4	4	2	16089	3	40	41
7919	Heavy Mithril Gauntlet	4	4	2	16091	10	40	41
7920	Mithril Scale Pants	4	3	2	3409	7	37	42
7921	Heavy Mithril Pants	4	4	2	16092	7	40	42
7922	Steel Plate Helm	4	4	1	16093	1	40	43
7923	Defias Tower Key	13	0	1	16100	0	0	1
7924	Mithril Scale Bracers	4	3	2	6985	9	38	43
7925	Mithril Scale Gloves	4	3	2	16102	10	39	44
7926	Ornate Mithril Pants	4	4	2	16103	7	40	44
7927	Ornate Mithril Gloves	4	4	2	16105	10	40	44
7928	Ornate Mithril Shoulder	4	4	2	16106	3	40	45
7929	Orcish War Leggings	4	3	2	23538	7	37	42
7930	Heavy Mithril Breastplate	4	4	2	16109	5	41	46
7931	Mithril Coif	4	3	2	16110	1	41	46
7932	Mithril Scale Shoulders	4	3	2	16111	3	42	47
7933	Heavy Mithril Boots	4	4	2	16113	8	42	47
7934	Heavy Mithril Helm	4	4	2	16115	1	42	47
7935	Ornate Mithril Breastplate	4	4	2	16117	5	43	48
7936	Ornate Mithril Boots	4	4	2	16118	8	44	49
7937	Ornate Mithril Helm	4	4	2	16119	1	44	49
7938	Truesilver Gauntlets	4	4	3	16124	10	40	45
7939	Truesilver Breastplate	4	4	3	24393	5	44	49
7940	Heavy Mithril Axe	2	1	2	8533	17	35	40
7941	Heavy Mithril Axe	2	0	2	16126	21	37	42
7942	Blue Glittering Axe	2	0	2	5639	13	39	44
7943	Wicked Mithril Blade	2	7	2	16128	21	40	45
7944	Dazzling Mithril Rapier	2	7	2	20221	21	43	48
7945	Big Black Mace	2	4	2	5223	21	41	46
7946	Runed Mithril Hammer	2	4	2	15887	21	44	49
7947	Ebon Shiv	2	15	2	16130	13	46	51
7948	Girdle of Thero-shan	4	2	2	16131	6	0	32
7949	Leggings of Thero-shan	4	2	2	16133	7	0	36
7950	Armor of Thero-shan	4	2	2	16134	5	0	42
7951	Hands of Thero-shan	4	2	2	17183	10	0	32
7952	Boots of Thero-shan	4	2	2	16136	8	0	36
7953	Mask of Thero-shan	4	2	2	16137	1	0	42
7954	The Shatterer	2	4	3	19748	21	42	47
7955	Copper Claymore	2	8	1	20071	17	6	11
7956	Bronze Warhammer	2	5	1	16146	17	20	25
7957	Bronze Greatsword	2	8	1	16147	17	21	26
7958	Bronze Battle Axe	2	1	1	19272	17	22	27
7959	Blight	2	6	3	22234	17	45	50
7960	Truesilver Champion	2	8	3	23264	17	47	52
7961	Phantom Blade	2	7	3	25053	21	44	49
7963	Steel Breastplate	4	3	2	16184	5	35	40
7964	Solid Sharpening Stone	7	0	1	24676	0	25	35
7965	Solid Weightstone	7	0	1	24686	0	25	35
7966	Solid Grinding Stone	7	0	1	24681	0	0	35
7967	Mithril Shield Spike	7	0	2	16189	0	0	43
7968	Southsea Treasure	12	0	1	16190	0	0	1
7969	Mithril Spurs	7	0	2	16205	0	0	43
7970	E.C.A.C.	0	0	1	16206	0	0	1
7971	Black Pearl	7	0	2	16209	0	0	40
7972	Ichor of Undeath	5	0	1	16210	0	0	45
7973	Big-mouth Clam	15	0	1	16211	0	0	40
7974	Zesty Clam Meat	7	0	1	22193	0	0	45
7975	Plans: Heavy Mithril Pants	9	4	2	15274	0	0	42
7976	Plans: Mithril Shield Spike	9	4	3	1102	0	0	43
7977	Plans: Mithril Scale Gloves	9	4	2	1102	0	0	44
7978	Plans: Barbaric Iron Shoulders	9	4	2	15274	0	0	32
7979	Plans: Barbaric Iron Breastplate	9	4	2	15274	0	0	32
7980	Plans: Barbaric Iron Helm	9	4	2	15274	0	0	35
7981	Plans: Barbaric Iron Boots	9	4	2	15274	0	0	36
7982	Plans: Barbaric Iron Gloves	9	4	2	15274	0	0	37
7983	Plans: Ornate Mithril Pants	9	4	2	15274	0	0	44
7984	Plans: Ornate Mithril Gloves	9	4	2	15274	0	0	44
7985	Plans: Ornate Mithril Shoulder	9	4	2	15274	0	0	45
7986	Plans: Ornate Mithril Breastplate	9	4	2	15274	0	0	48
7987	Plans: Ornate Mithril Helm	9	4	2	15274	0	0	49
7988	Plans: Ornate Mithril Boots	9	4	2	15274	0	0	49
7989	Plans: Mithril Spurs	9	4	2	15274	0	0	47
7990	Plans: Heavy Mithril Helm	9	4	2	15274	0	0	49
7991	Plans: Mithril Scale Shoulders	9	4	3	1102	0	0	47
7992	Plans: Blue Glittering Axe	9	4	2	15274	0	0	44
7993	Plans: Dazzling Mithril Rapier	9	4	2	15274	0	0	48
7994	Plans: Orcish War Leggings	9	4	2	15274	0	0	46
7995	Plans: Mithril Scale Bracers	9	4	1	811	0	0	43
7996	Worn Fishing Hat	4	1	1	16548	1	15	20
7997	Red Defias Mask	4	0	0	15308	1	0	15
8006	The Ziggler	2	15	3	20326	13	34	39
8007	Mana Citrine	0	0	1	6496	0	48	48
8008	Mana Ruby	0	0	1	7045	0	58	58
8009	Dentrium Power Stone	12	0	1	17923	0	0	1
8026	Garrett Family Treasure	12	0	1	18722	0	0	1
8027	Krom Stoutarm's Treasure	12	0	1	18718	0	0	1
8028	Plans: Runed Mithril Hammer	9	4	3	1102	0	0	49
8029	Plans: Wicked Mithril Blade	9	4	2	15274	0	0	45
8030	Plans: Ebon Shiv	9	4	1	1301	0	0	51
8046	Kearnen's Journal	9	0	1	6672	0	0	1
8047	Magenta Fungus Cap	12	0	1	18719	0	0	1
8048	Emerald Dreamcatcher	0	0	1	16300	0	0	1
8049	Gnarlpine Necklace	12	0	1	6539	0	0	1
8050	Tallonkai's Jewel	12	0	1	6851	0	0	1
8051	Flare Gun	12	0	1	16299	0	0	1
8052	An'Alleum Power Stone	12	0	1	17922	0	0	1
8053	Obsidian Power Source	12	0	1	12410	0	0	1
8066	Fizzule's Whistle	12	0	1	16303	0	1	1
8067	Crafted Light Shot	6	3	1	5998	24	5	10
8068	Crafted Heavy Shot	6	3	1	5998	24	15	20
8069	Crafted Solid Shot	6	3	1	5998	24	30	35
8070	Reward Voucher	12	0	1	3029	0	0	1
8071	Sizzle Stick	2	19	2	6093	26	0	23
8072	Silixiz's Tower Key	13	0	1	9154	0	1	1
8073	Cache of Zanzil's Altered Mixture	12	0	1	16321	0	1	1
8074	Gallywix's Head	12	0	1	16322	0	1	1
8075	Conjured Sourdough	0	0	1	6399	0	35	45
8076	Conjured Sweet Roll	0	0	1	21203	0	45	55
8077	Conjured Mineral Water	0	0	1	18078	0	35	45
8078	Conjured Sparkling Water	0	0	1	18080	0	45	55
8079	Conjured Crystal Water	0	0	1	21794	0	55	65
8080	Light Plate Chestpiece	4	4	0	28398	5	53	58
8081	Light Plate Belt	4	4	0	28399	6	52	57
8082	Light Plate Boots	4	4	0	28404	8	47	52
8083	Light Plate Bracers	4	4	0	9388	9	48	53
8084	Light Plate Gloves	4	4	0	28401	10	51	56
8085	Light Plate Pants	4	4	0	28402	7	50	55
8086	Light Plate Shoulderpads	4	4	0	28403	3	49	54
8087	Sample of Zanzil's Altered Mixture	15	0	1	9731	0	1	1
8088	Platemail Belt	4	4	1	28395	6	45	50
8089	Platemail Boots	4	4	1	28396	8	45	50
8090	Platemail Bracers	4	4	1	25829	9	45	50
8091	Platemail Gloves	4	4	1	28397	10	45	50
8092	Platemail Helm	4	4	1	15340	1	45	50
8093	Platemail Leggings	4	4	1	25833	7	45	50
8094	Platemail Armor	4	4	1	28394	5	45	50
8095	Hinott's Oil	0	0	1	16325	0	1	1
8106	Hibernal Armor	4	1	2	16631	5	45	51
8107	Hibernal Boots	4	1	2	16634	8	42	47
8108	Hibernal Bracers	4	1	2	16636	9	42	47
8109	Hibernal Cloak	4	1	2	23107	16	41	46
8110	Hibernal Gloves	4	1	2	16633	10	42	47
8111	Hibernal Mantle	4	1	2	16637	3	43	48
8112	Hibernal Pants	4	1	2	16632	7	44	49
8113	Hibernal Robe	4	1	2	19901	20	46	51
8114	Hibernal Sash	4	1	2	21459	6	42	47
8115	Hibernal Cowl	4	1	2	16638	1	43	48
8116	Heraldic Belt	4	2	2	16920	6	42	47
8117	Heraldic Boots	4	2	2	14701	8	42	47
8118	Heraldic Bracers	4	2	2	14700	9	41	46
8119	Heraldic Breastplate	4	2	2	28737	5	46	51
8120	Heraldic Cloak	4	1	2	23038	16	40	45
8121	Heraldic Gloves	4	2	2	14698	10	42	47
8122	Heraldic Headpiece	4	2	2	21300	1	43	48
8123	Heraldic Leggings	4	2	2	14697	7	44	49
8124	Heraldic Spaulders	4	2	2	14696	3	43	48
8125	Myrmidon's Bracers	4	3	2	26103	9	43	48
8126	Myrmidon's Breastplate	4	3	2	26105	5	46	51
8127	Myrmidon's Cape	4	1	2	26118	16	42	47
8128	Myrmidon's Gauntlets	4	3	2	26107	10	44	49
8129	Myrmidon's Girdle	4	3	2	26108	6	44	49
8130	Myrmidon's Greaves	4	3	2	26109	8	44	49
8131	Myrmidon's Helm	4	3	2	26115	1	45	50
8132	Myrmidon's Leggings	4	3	2	26110	7	46	51
8133	Myrmidon's Pauldrons	4	3	2	26114	3	45	50
8134	Myrmidon's Defender	4	6	2	26120	14	46	51
8135	Chromite Shield	4	6	2	27339	14	41	46
8136	Gargantuan Tumor	12	0	1	1438	0	1	1
8137	Chromite Bracers	4	4	2	27329	9	40	43
8138	Chromite Chestplate	4	4	2	27330	5	42	47
8139	Chromite Gauntlets	4	4	2	27331	10	40	44
8140	Chromite Girdle	4	4	2	27332	6	40	43
8141	Chromite Greaves	4	4	2	27334	8	40	44
8142	Chromite Barbute	4	4	2	27338	1	40	44
8143	Chromite Legplates	4	4	2	27335	7	41	46
8144	Chromite Pauldrons	4	4	2	27336	3	40	45
8146	Wicked Claw	7	0	1	3146	0	0	45
8147	Tiny Copper Key	5	0	1	16453	0	0	42
8148	Tiny Silver Key	5	0	1	9660	0	0	54
8149	Voodoo Charm	12	0	1	16456	0	0	1
8150	Deeprock Salt	7	0	1	6396	0	0	40
8151	Flask of Mojo	7	0	1	1249	0	0	40
8152	Flask of Big Mojo	7	0	1	2533	0	0	40
8153	Wildvine	7	0	1	7346	0	0	40
8154	Scorpid Scale	15	0	1	2874	0	0	45
8155	Sathrah's Sacrifice	12	0	1	16464	0	0	1
8156	Jouster's Wristguards	4	4	2	27345	9	40	40
8157	Jouster's Chestplate	4	4	2	27340	5	40	42
8158	Jouster's Gauntlets	4	4	2	27341	10	40	40
8159	Jouster's Girdle	4	4	2	27342	6	40	40
8160	Jouster's Greaves	4	4	2	27343	8	40	40
8161	Jouster's Visor	4	4	2	27347	1	40	40
8162	Jouster's Legplates	4	4	2	27344	7	40	41
8163	Jouster's Pauldrons	4	4	2	27346	3	40	41
8164	Test Stationery	0	0	1	1069	0	0	0
8165	Worn Dragonscale	15	0	1	22838	0	0	45
8167	Turtle Scale	7	0	1	21363	0	0	35
8168	Jet Black Feather	5	0	1	19531	0	0	45
8169	Thick Hide	7	0	1	8952	0	0	40
8170	Rugged Leather	7	0	1	16474	0	0	50
8171	Rugged Hide	7	0	1	8794	0	0	50
8172	Cured Thick Hide	7	0	1	7354	0	0	40
8173	Thick Armor Kit	0	0	1	26389	0	30	40
8174	Comfortable Leather Hat	4	2	2	17213	1	35	40
8175	Nightscape Tunic	4	2	2	16482	5	36	41
8176	Nightscape Headband	4	2	2	16483	1	36	41
8177	Practice Sword	2	8	1	18354	17	2	7
8178	Training Sword	2	8	2	26591	17	5	10
8179	Cadet's Bow	2	2	1	18343	15	1	6
8180	Hunting Bow	2	2	2	18350	15	6	11
8181	Hunting Rifle	2	3	1	20728	26	4	9
8182	Pellet Rifle	2	3	1	20741	26	2	7
8183	Precision Bow	2	2	2	18355	15	22	27
8184	Firestarter	2	19	2	18346	26	24	29
8185	Turtle Scale Leggings	4	3	2	16487	7	42	47
8186	Dire Wand	2	19	2	20851	26	21	26
8187	Turtle Scale Gloves	4	3	2	16488	10	36	41
8188	Explosive Shotgun	2	3	2	20735	26	32	37
8189	Turtle Scale Breastplate	4	3	2	11598	5	37	42
8190	Hanzo Sword	2	7	3	20081	13	50	55
8191	Turtle Scale Helm	4	3	2	16492	1	41	46
8192	Nightscape Shoulders	4	2	2	16497	3	37	42
8193	Nightscape Pants	4	2	2	17151	7	41	46
8194	Goblin Nutcracker	2	4	2	19721	13	38	43
8195	Nightscape Cloak	4	1	2	23049	16	41	46
8196	Ebon Scimitar	2	7	2	26572	13	38	43
8197	Nightscape Boots	4	2	2	16505	8	42	47
8198	Turtle Scale Bracers	4	3	2	16506	9	37	42
8199	Battlefield Destroyer	2	8	2	18342	17	42	47
8200	Big Voodoo Robe	4	2	2	16508	20	38	43
8201	Big Voodoo Mask	4	2	2	25711	1	39	44
8202	Big Voodoo Pants	4	2	2	16510	7	42	47
8203	Tough Scorpid Breastplate	4	3	2	16513	5	39	44
8204	Tough Scorpid Gloves	4	3	2	16515	10	40	45
8205	Tough Scorpid Bracers	4	3	2	16516	9	39	44
8206	Tough Scorpid Leggings	4	3	2	16517	7	44	49
8207	Tough Scorpid Shoulders	4	3	2	16519	3	43	48
8208	Tough Scorpid Helm	4	3	2	16520	1	45	50
8209	Tough Scorpid Boots	4	3	2	16521	8	42	47
8210	Wild Leather Shoulders	4	2	2	25691	3	39	44
8211	Wild Leather Vest	4	2	2	25689	5	40	45
8212	Wild Leather Leggings	4	2	2	18935	7	45	50
8213	Wild Leather Boots	4	2	2	4389	8	44	49
8214	Wild Leather Helmet	4	2	2	25693	1	40	45
8215	Wild Leather Cloak	4	1	2	23081	16	45	50
8216	Big Voodoo Cloak	4	1	2	24297	16	43	48
8217	Quickdraw Quiver	11	2	2	21331	18	40	45
8218	Thick Leather Ammo Pouch	11	3	2	1281	18	40	45
8223	Blade of the Basilisk	2	7	3	20073	13	32	37
8224	Silithid Ripper	2	7	2	22232	21	31	36
8225	Tainted Pierce	2	7	3	20076	13	31	36
8226	The Butcher	2	7	3	16539	21	26	31
8243	Scooby Snack	0	0	1	16547	0	1	1
8244	Flawless Draenethyst Sphere	12	0	3	18704	0	1	1
8245	Imperial Red Tunic	4	1	2	17211	5	51	56
8246	Imperial Red Boots	4	1	2	16766	8	47	52
8247	Imperial Red Bracers	4	1	2	17229	9	46	51
8248	Imperial Red Cloak	4	1	2	17238	16	45	50
8249	Imperial Red Gloves	4	1	2	17216	10	47	52
8250	Imperial Red Mantle	4	1	2	17234	3	47	52
8251	Imperial Red Pants	4	1	2	16764	7	49	54
8252	Imperial Red Robe	4	1	2	17236	20	51	56
8253	Imperial Red Sash	4	1	2	17228	6	46	51
8254	Imperial Red Circlet	4	1	2	18728	1	48	53
8255	Serpentskin Girdle	4	2	2	15411	6	45	50
8256	Serpentskin Boots	4	2	2	17258	8	47	52
8257	Serpentskin Bracers	4	2	2	17259	9	45	50
8258	Serpentskin Armor	4	2	2	18470	5	51	56
8259	Serpentskin Cloak	4	1	2	23063	16	45	50
8260	Serpentskin Gloves	4	2	2	17263	10	47	52
8261	Serpentskin Helm	4	2	2	17321	1	49	54
8262	Serpentskin Leggings	4	2	2	17265	7	49	54
8263	Serpentskin Spaulders	4	2	2	17267	3	48	53
8264	Ebonhold Wristguards	4	3	2	28451	9	47	52
8265	Ebonhold Armor	4	3	2	26204	5	51	56
8266	Ebonhold Cloak	4	1	2	26228	16	46	51
8267	Ebonhold Gauntlets	4	3	2	28726	10	49	54
8268	Ebonhold Girdle	4	3	2	26210	6	49	54
8269	Ebonhold Boots	4	3	2	28667	8	50	55
8270	Ebonhold Helmet	4	3	2	26220	1	50	55
8271	Ebonhold Leggings	4	3	2	21694	7	51	56
8272	Ebonhold Shoulderpads	4	3	2	26217	3	49	54
8273	Valorous Wristguards	4	4	2	27373	9	41	46
8274	Valorous Chestguard	4	4	2	27372	5	46	51
8275	Ebonhold Buckler	4	6	2	26232	14	51	56
8276	Valorous Gauntlets	4	4	2	27374	10	42	47
8277	Valorous Girdle	4	4	2	27375	6	41	46
8278	Valorous Greaves	4	4	2	27376	8	42	47
8279	Valorous Helm	4	4	2	27379	1	43	48
8280	Valorous Legguards	4	4	2	27377	7	44	49
8281	Valorous Pauldrons	4	4	2	27378	3	43	48
8282	Valorous Shield	4	6	2	18790	14	46	51
8283	Arcane Armor	4	1	2	17251	5	56	61
8284	Arcane Boots	4	1	2	17256	8	52	57
8285	Arcane Bands	4	1	2	17262	9	51	56
8286	Arcane Cloak	4	1	2	13984	16	50	55
8287	Arcane Gloves	4	1	2	17255	10	52	57
8288	Arcane Pads	4	1	2	17271	3	54	59
8289	Arcane Leggings	4	1	2	17252	7	55	60
8290	Arcane Robe	4	1	2	17276	20	56	61
8291	Arcane Sash	4	1	2	17261	6	51	56
8292	Arcane Cover	4	1	2	17274	1	53	58
8293	Traveler's Belt	4	2	2	17318	6	51	56
8294	Traveler's Boots	4	2	2	17317	8	52	57
8295	Traveler's Bracers	4	2	2	17316	9	51	56
8296	Traveler's Jerkin	4	2	2	17312	5	56	61
8297	Traveler's Cloak	4	1	2	23066	16	50	55
8298	Traveler's Gloves	4	2	2	17314	10	52	57
8299	Traveler's Helm	4	2	2	17269	1	54	59
8300	Traveler's Leggings	4	2	2	17313	7	55	60
8301	Traveler's Spaulders	4	2	2	17319	3	54	59
8302	Hero's Bracers	4	3	2	26313	9	53	58
8303	Hero's Breastplate	4	3	2	26314	5	57	62
8304	Hero's Cape	4	1	2	26323	16	52	57
8305	Hero's Gauntlets	4	3	2	26316	10	54	59
8306	Hero's Belt	4	3	2	26312	6	54	59
8307	Hero's Boots	4	3	2	26310	8	55	60
8308	Hero's Band	4	3	2	26315	1	55	60
8309	Hero's Leggings	4	3	2	26317	7	56	61
8310	Hero's Pauldrons	4	3	2	26321	3	55	60
8311	Alabaster Plate Vambraces	4	4	2	27394	9	48	53
8312	Alabaster Breastplate	4	4	2	27389	5	52	57
8313	Hero's Buckler	4	6	2	26324	14	57	62
8314	Alabaster Plate Gauntlets	4	4	2	27390	10	48	53
8315	Alabaster Plate Girdle	4	4	2	27391	6	47	52
8316	Alabaster Plate Greaves	4	4	2	27392	8	48	53
8317	Alabaster Plate Helmet	4	4	2	27395	1	49	54
8318	Alabaster Plate Leggings	4	4	2	27393	7	51	56
8319	Alabaster Plate Pauldrons	4	4	2	27396	3	50	55
8320	Alabaster Shield	4	6	2	27571	14	52	57
8343	Heavy Silken Thread	7	0	1	12105	0	0	40
8344	Silvery Spinnerets	12	0	1	16464	0	0	0
8345	Wolfshead Helm	4	2	3	28987	1	40	45
8346	Gauntlets of the Sea	4	2	3	16678	10	41	46
8347	Dragonscale Gauntlets	4	3	3	16731	10	40	45
8348	Helm of Fire	4	2	3	17226	1	45	50
8349	Feathered Breastplate	4	2	3	8660	5	45	50
8350	The 1 Ring	4	0	2	224	11	10	15
8363	Shaman Voodoo Charm	12	0	1	16456	0	0	0
8364	Mithril Head Trout	0	0	1	1208	0	25	35
8365	Raw Mithril Head Trout	0	0	1	1208	0	25	35
8366	Bloated Trout	0	0	1	1208	0	25	35
8367	Dragonscale Breastplate	4	3	3	16729	5	46	51
8368	Thick Wolfhide	7	0	1	21470	0	0	40
8383	Plain Letter	15	0	1	7798	0	0	0
8384	Pattern: Comfortable Leather Hat	9	1	3	1102	0	0	40
8385	Pattern: Turtle Scale Gloves	9	1	1	1102	0	0	41
8386	Pattern: Big Voodoo Robe	9	1	2	15274	0	0	43
8387	Pattern: Big Voodoo Mask	9	1	2	15274	0	0	44
8388	Pattern: Nightscape Cloak	9	1	2	1102	0	0	46
8389	Pattern: Big Voodoo Pants	9	1	2	15274	0	0	48
8390	Pattern: Big Voodoo Cloak	9	1	2	15274	0	0	48
8391	Snickerfang Jowl	12	0	1	1116	0	1	1
8392	Blasted Boar Lung	12	0	1	1438	0	1	1
8393	Scorpok Pincer	12	0	1	16776	0	1	1
8394	Basilisk Brain	12	0	1	10923	0	1	1
8395	Pattern: Tough Scorpid Breastplate	9	1	2	15274	0	0	44
8396	Vulture Gizzard	12	0	1	3759	0	1	1
8397	Pattern: Tough Scorpid Bracers	9	1	2	15274	0	0	44
8398	Pattern: Tough Scorpid Gloves	9	1	2	15274	0	0	45
8399	Pattern: Tough Scorpid Boots	9	1	2	15274	0	0	47
8400	Pattern: Tough Scorpid Shoulders	9	1	2	15274	0	0	48
8401	Pattern: Tough Scorpid Leggings	9	1	2	15274	0	0	49
8402	Pattern: Tough Scorpid Helm	9	1	2	15274	0	0	50
8403	Pattern: Wild Leather Shoulders	9	1	2	1102	0	0	44
8404	Pattern: Wild Leather Vest	9	1	2	1102	0	0	45
8405	Pattern: Wild Leather Helmet	9	1	2	1102	0	0	45
8406	Pattern: Wild Leather Boots	9	1	2	1102	0	0	49
8407	Pattern: Wild Leather Leggings	9	1	2	1102	0	0	50
8408	Pattern: Wild Leather Cloak	9	1	2	1102	0	0	50
8409	Pattern: Nightscape Shoulders	9	1	2	1102	0	0	42
8410	R.O.I.D.S.	0	0	1	16801	0	0	1
8411	Lung Juice Cocktail	0	0	1	18114	0	0	1
8412	Ground Scorpok Assay	0	0	1	16803	0	0	1
8423	Cerebral Cortex Compound	0	0	1	16836	0	0	1
8424	Gizzard Gum	0	0	1	16837	0	0	1
8425	Parrot Droppings	15	0	0	6703	0	0	1
8426	Large Ruffled Feather	15	0	0	19570	0	0	1
8427	Mutilated Rat Carcass	15	0	0	16860	0	0	15
8428	Laden Dew Gland	12	0	1	16861	0	0	0
8429	Punctured Dew Gland	15	0	0	6703	0	0	0
8430	Empty Dew Gland	15	0	0	18071	0	0	0
8431	Spool of Light Chartreuse Silk Thread	12	0	1	7403	0	0	1
8432	Eau de Mixilpixil	0	0	1	16325	0	1	1
8443	Gahz'ridian Ornament	12	0	1	18725	0	0	1
8444	Executioner's Key	0	0	1	7737	0	0	1
8463	Warchief's Orders	12	0	1	16161	0	0	1
8483	Wastewander Water Pouch	15	0	1	18085	0	0	1
8484	Gadgetzan Water Co. Care Package	15	0	1	18574	0	0	1
8485	Cat Carrier (Bombay)	15	0	1	20629	0	0	20
8486	Cat Carrier (Cornish Rex)	15	0	1	20629	0	0	20
8487	Cat Carrier (Orange Tabby)	15	0	1	20629	0	0	20
8488	Cat Carrier (Silver Tabby)	15	0	1	20629	0	0	20
8489	Cat Carrier (White Kitten)	15	0	1	20629	0	0	20
8490	Cat Carrier (Siamese)	15	0	1	20629	0	0	20
8491	Cat Carrier (Black Tabby)	15	0	1	20629	0	0	20
8492	Parrot Cage (Green Wing Macaw)	15	0	1	17292	0	0	20
