entry	name	subname	level_min	level_max	rank	type	display_id	display_scale
3388	Mahren Skyseer		32	32	0	7	3848	1.25
3389	Regthar Deathgate		28	28	0	7	3847	0
3390	Apothecary Helbrim		22	22	0	7	1965	0
3391	Gazlowe		60	60	0	7	7052	0
3392	Prospector Khazgorm	Explorers' League	24	24	0	7	1400	0
3393	Captain Fairmount		20	20	0	7	1855	0
3394	Barak Kodobane		16	16	0	7	4874	0
3395	Verog the Dervish		18	18	0	7	9446	0
3396	Hezrul Bloodmark		19	19	0	7	9448	0
3397	Kolkar Bloodcharger		14	15	0	7	9447	0
3398	Gesharahan		20	20	2	10	1397	1.4
3399	Zamja	Cooking Trainer	35	35	0	7	2734	0
3400	Xen'to	Cooking Supplier	30	30	0	7	2735	0
3401	Shenthul	Rogue Trainer	60	60	0	7	4360	0
3402	Zando'zan		35	35	0	7	4361	0
3403	Sian'tsu	Shaman Trainer	40	40	0	7	4231	0
3404	Jandi	Herbalism Trainer	35	35	0	7	4358	0
3405	Zeal'aya	Herbalism Supplier	30	30	0	7	4362	0
3406	Xor'juul	Hunter Trainer	50	50	0	7	4239	0
3407	Sian'dur	Hunter Trainer	40	40	0	7	4241	0
3408	Zel'mak	Warrior Trainer	40	40	0	7	4242	0
3409	Zendo'jian	Weapon Vendor	30	30	0	7	4363	0
3410	Jin'sora	Bow Merchant	30	30	0	7	4359	0
3411	Denni'ka	Butcher	25	25	0	7	4357	0
3412	Nogg	Expert Engineer	35	35	0	7	7135	0
3413	Sovik	Engineering Supplies	30	30	0	7	7136	0
3414	General Twinbraid		30	30	0	7	1411	0
3415	Savannah Huntress		11	12	0	1	1056	0
3416	Savannah Matriarch		17	18	0	1	1058	0
3417	Living Flame		16	17	0	4	1405	0
3418	Kirge Sternhorn		22	22	0	7	3818	1.35
3419	Apothecary Zamah	Royal Apothecary Society	22	22	0	7	1814	0
3420	[UNUSED] Ancestral Watcher		15	15	0	7	4318	1
3421	Feegly the Exiled		23	23	0	7	1406	0
3424	Thunderhawk Cloudscraper		20	22	0	1	1975	0
3425	Savannah Prowler		14	15	0	1	1973	0
3426	Zhevra Charger		17	18	0	1	2187	0
3427	[UNUSED] Kendur		35	35	0	7	2130	1
3428	Korran		12	12	0	7	4092	0
3429	Thork		42	42	0	7	3856	0
3430	Mangletooth		17	17	0	7	1346	0
3431	Grenthar		10	10	0	7	4093	0
3432	Mankrik		15	15	0	7	3855	0
3433	Tatternack Steelforge		14	14	0	7	3858	0
3434	Nak		23	23	0	7	6105	0
3435	Lok Orcbane		25	25	0	7	6104	0
3436	Kuz		21	21	0	7	6093	0
3437	Crekori Mudwater		15	15	0	7	1218	1
3438	Kreenig Snarlsnout		15	15	0	7	6115	0
3439	Wizzlecrank's Shredder		18	18	0	7	11912	0
3440	[UNUSED] Ancestral Sage		18	18	0	7	2578	1
3441	Melor Stonehoof		62	62	0	7	4520	1.35
3442	Sputtervalve	Tinkers' Union	15	15	0	7	7054	0
3443	Grub		13	13	0	7	3857	0
3444	Dig Rat		1	1	0	8	1418	0
3445	Supervisor Lugwizzle		18	18	0	7	7035	0
3446	Mebok Mizzyrix		17	17	0	7	7034	0
3447	Pawe Mistrunner		24	24	0	7	4383	1.25
3448	Tonga Runetotem		22	22	0	7	3914	1.35
3449	Darsok Swiftdagger		14	14	0	7	3849	0
3450	Defias Companion		14	15	0	1	5207	0
3451	Pilot Wizzlecrank		15	15	0	7	7050	0
3452	Serena Bloodfeather		20	20	0	7	2295	0
3453	Wharfmaster Dizzywig		15	15	0	7	7053	0
3454	Cannoneer Smythe		19	19	0	7	1863	0
3455	Cannoneer Whessan		19	19	0	7	1864	0
3456	Razormane Pathfinder		20	21	0	7	1964	0
3457	Razormane Stalker		22	23	0	7	1253	0
3458	Razormane Seer		23	24	0	7	6095	0
3459	Razormane Warfrenzy		24	25	0	7	4751	0
3460	Mud Crawler		15	16	0	1	979	1
3461	Oasis Snapjaw		15	16	0	1	6368	0.57
3462	Elder Barrens Giraffe		22	23	0	1	4270	1
3463	Wandering Barrens Giraffe		18	19	0	1	2193	0
3464	Gazrog		25	25	0	7	3846	0
3465	Gilthares Firebough		17	17	0	7	4244	0
3466	Zhevra Courser		20	21	0	1	6086	0
3467	Baron Longshore	Southsea Freebooters	16	16	0	7	797	0
3468	Ancient of Lore		62	62	0	7	1460	0
3469	Ancient of War		62	62	0	7	1461	0
3470	Rathorian		15	15	4	3	5047	0
3471	Tinkerer Sniggles		16	16	0	7	7048	0
3472	Washte Pawne		25	25	0	1	2699	0
3473	Owatanka		24	24	0	1	10934	0
3474	Lakota'mani		22	22	0	1	1241	0
3475	Echeyakee		16	16	0	1	1934	0
3476	Isha Awak		27	27	0	1	846	0
3477	Hraq	Blacksmithing Supplier	18	18	0	7	3866	0
3478	Traugh	Expert Blacksmith	31	31	0	7	3865	0
3479	Nargal Deatheye	Weaponsmith	35	35	0	7	3869	0
3480	Moorane Hearthgrain	Baker	18	18	0	7	3867	1.25
3481	Barg	General Supplies	14	14	0	7	3868	0
3482	Tari'qa	Trade Supplies	14	14	0	7	4095	0
3483	Jahan Hawkwing	Leather & Mail Armor Merchant	21	21	0	7	3872	1.35
3484	Kil'hala	Journeyman Tailor	25	25	0	7	4094	0
3485	Wrahk	Tailoring Supplies	18	18	0	7	3873	0
3486	Halija Whitestrider	Clothier	19	19	0	7	3875	1.25
3487	Kalyimah Stormcloud	Bags & Sacks	23	23	0	7	4097	0
3488	Uthrok	Bowyer & Gunsmith	16	16	0	7	1866	0
3489	Zargh	Butcher	16	16	0	7	3877	0
3490	Hula'mahi	Reagents and Herbs	30	30	0	7	4096	0
3491	Ironzar	Weaponsmith	23	23	0	7	7093	0
3492	Vexspindle	Cloth & Leather Armor Merchant	24	24	0	7	7094	0
3493	Grazlix	Armorer & Shieldcrafter	25	25	0	7	7095	0
3494	Tinkerwiz	Journeyman Engineer	25	25	0	7	7073	0
3495	Gagsprocket	Engineering Goods	20	20	0	7	7096	0
3496	Fuzruckle	Banker	45	45	0	7	7058	0
3497	Kilxx	Fisherman	24	24	0	7	7097	0
3498	Jazzik	General Supplies	22	22	0	7	7098	0
3499	Ranik	Trade Supplies	22	22	0	7	7099	0
3500	Tarhus	Reagent Vendor	52	52	0	7	3898	1.35
3501	Horde Guard		40	40	0	7	4261	0
3502	Ratchet Bruiser		57	57	0	7	7059	0
3503	Silithid Protector		18	19	0	1	1307	0.9
3504	Gil		1	1	0	7	338	0
3505	Pat		1	1	0	7	257	0
3507	Andi		1	1	0	7	252	0
3508	Mikey		1	1	0	7	251	0
3509	Geoff		1	1	0	7	338	0
3510	Twain		1	1	0	7	221	0
3511	Steven		1	1	0	7	262	0
3512	Jimmy		1	1	0	7	251	0
3513	Miss Danna	School Mistress	25	25	0	7	1526	0
3514	Tenaron Stormgrip		10	10	0	7	1527	0
3515	Corithras Moonrage		10	10	0	7	1528	0
3516	Arch Druid Fandral Staghelm		63	63	3	7	1542	0
3517	Rellian Greenspyre		17	17	0	7	5071	0
3518	Thomas Miller	Baker	15	15	0	7	1541	0
3519	Sentinel Arynia Cloudsbreak		10	10	0	7	1543	0
3520	Ol' Emma		2	2	0	7	1544	0
3521	Ak'Zeloth		22	22	0	7	3887	0
3522	Constance Brisboise	Apprentice Clothier	11	11	0	7	1633	0
3523	Bowen Brisboise	Journeyman Tailor	24	24	0	7	1606	0
3524	Spirit Wolf		1	1	0	1	1236	1
3525	[UNUSED] Turtle Trainer	Turtle Trainer	50	50	0	7	428	1
3527	Healing Stream Totem		21	21	0	11	4587	0
3528	Pyrewood Armorer		14	15	1	7	3349	0
3529	Moonrage Armorer		14	15	1	7	729	0
3530	Pyrewood Tailor		14	15	1	7	3352	0
3531	Moonrage Tailor		14	15	1	7	729	0
3532	Pyrewood Leatherworker		14	15	1	7	3365	0
3533	Moonrage Leatherworker		14	15	1	7	729	0
3534	Wallace the Blind	Weaponsmith	19	19	0	7	3552	0
3535	Blackmoss the Fetid		13	13	4	4	1549	0
3536	Kris Legace	Freewheeling Tradeswoman	32	32	0	7	3643	0
3537	Zixil	Merchant Supreme	32	32	0	7	7133	0
3538	Overwatch Mark I	Protector	32	32	0	9	5299	0
3539	Ott	Weaponsmith	32	32	0	7	3673	0
3540	Hal McAllister	Fish Merchant	40	40	0	7	3697	0
3541	Sarah Raycroft	General Goods	40	40	0	7	3696	0
3542	Jaysin Lanyda	Poisons & Reagents	40	40	0	7	3699	0
3543	Robert Aebischer	Superior Armorsmith	40	40	0	7	3698	0
3544	Jason Lemieux	Mushroom Seller	40	40	0	7	3676	0
3545	Claude Erksine	Pet Trainer	40	40	0	7	7915	0
3546	Bernie Heisten	Food & Drink	45	45	0	7	3701	0
3547	Hamlin Atkins	Mushroom Farmer	10	10	0	7	1635	0
3548	Selina Weston	Alchemy & Herbalism Supplies	12	12	0	7	1639	0
3549	Shelene Rhobart	Journeyman Leatherworker	25	25	0	7	1607	0
3550	Martine Tramblay	Fishing Supplies	15	15	0	7	1636	0
3551	Patrice Dwyer	Poison Supplies	20	20	0	7	3543	0
3552	Alexandre Lefevre	Leather Armor Merchant	18	18	0	7	3544	0
3553	Sebastian Meloche	Armorer	18	18	0	7	3536	0
3554	Andrea Boynton	Clothier	18	20	0	7	3547	0
3555	Johan Focht	Miner	19	19	0	7	3537	0
3556	Andrew Hilbert	Trade Goods	18	20	0	7	3548	0
3557	Guillaume Sorouy	Journeyman Blacksmith	28	28	0	7	3549	0
3558	[UNUSED] Temp Poisoning Vendor Undead	Poison Vendor	20	20	0	6	1196	1
3559	Temp Poisoning Vendor Dwarf	Poison Vendor	20	20	0	7	115	1
3560	Healing Ward		37	37	0	10	2030	0
3561	Kyrai	Poison Vendor	30	30	0	7	2233	0
3562	Alaindia	Reagent Vendor	30	30	0	7	2203	0
3564	Temp Reagent Vendor Dwarf	Reagent Vendor	20	20	0	7	115	1
3565	[UNUSED] Temp Reagent Vendor Undead	Reagent Vendor	20	20	0	6	1196	1
3566	Flatland Prowler		9	9	0	1	1056	0
3567	Tallonkai Swiftroot		11	11	0	7	2686	0
3568	Mist		10	10	0	1	599	0
3569	Bogling		5	5	0	4	1081	0
3570	Cleansed Timberling		7	7	0	4	862	0
3571	Teldrassil Sentinel		55	55	0	7	4849	0
3572	Zizzek	Fisherman	22	22	0	7	7074	0
3573	Mana Spring Totem		26	26	0	11	4587	0
3574	Riding Bat		29	29	0	1	1566	0
3575	Praenus Raxxeus	Bat Handler	0	0	1	7	10813	1
3577	Dalaran Brewmaster		15	16	0	7	3538	0
3578	Dalaran Miner		15	16	0	7	3539	0
3579	Stoneclaw Totem		8	8	0	11	4588	0
3580	Invisibility Totem		1	1	0	11	4590	1
3581	Sewer Beast		50	50	4	1	2850	0
3582	Aman		50	50	0	5	1698	0
3583	Barithras Moonshade		14	14	0	7	4414	0
3584	Therylune		17	17	0	7	2723	0
3585	Therysil		17	17	0	7	876	0
3586	Miner Johnson		19	19	2	7	556	0
3587	Lyrai	General Supplies	9	9	0	7	1730	0
3588	Khardan Proudblade	Weaponsmith	8	8	0	7	1729	0
3589	Keina	Bowyer	10	10	0	7	1728	0
3590	Janna Brightmoon	Clothier	9	9	0	7	1727	0
3591	Freja Nightwing	Leather Armor Merchant	9	9	0	7	1726	0
3592	Andiss	Armorer & Shieldcrafter	10	10	0	7	1722	0
3593	Alyissia	Warrior Trainer	11	11	0	7	1721	0
3594	Frahun Shadewhisper	Rogue Trainer	11	11	0	7	1725	0
3595	Shanda	Priest Trainer	10	10	0	7	1733	0
3596	Ayanna Everstride	Hunter Trainer	10	10	0	7	1723	0
3597	Mardant Strongoak	Druid Trainer	11	11	0	7	1732	0
3598	Kyra Windblade	Warrior Trainer	19	19	0	7	1707	0
3599	Jannok Breezesong	Rogue Trainer	20	20	0	7	1704	0
3600	Laurna Morninglight	Priest Trainer	21	21	0	7	1708	0
3601	Dazalar	Hunter Trainer	20	20	0	7	1703	0
3602	Kal	Druid Trainer	22	22	0	7	1706	0
3603	Cyndra Kindwhisper	Journeyman Alchemist	28	28	0	7	1702	0
3604	Malorne Bladeleaf	Herbalist	17	17	0	7	1709	0
3605	Nadyia Maneweaver	Journeyman Leatherworker	30	30	0	7	1719	0
3606	Alanna Raveneye	Journeyman Enchanter	29	29	0	7	1717	0
3607	Androl Oakhand	Fisherman	37	37	0	7	1718	0
3608	Aldia	General Supplies	17	17	0	7	1700	0
3609	Shalomon	Weaponsmith	18	18	0	7	1712	0
3610	Jeena Featherbow	Bowyer	19	19	0	7	1705	0
3611	Brannol Eaglemoon	Clothier	16	16	0	7	1701	0
3612	Sinda	Leather Armor Merchant	20	20	0	7	1714	0
3613	Meri Ironweave	Armorer & Shieldcrafter	19	19	0	7	1710	0
3614	Narret Shadowgrove	Trade Supplies	16	16	0	7	1711	0
3615	Devrak	Wind Rider Master	55	55	1	7	1652	0
3616	Onu	Ancient of Lore	55	55	0	10	1455	0
3617	Lordaeron Citizen		15	15	0	6	146	0
3619	Ghost Saber		19	20	0	1	4472	0
3620	Harruk	Pet Trainer	40	40	0	7	4296	0
3621	Kurll	Food & Drink	50	50	0	7	4293	0
3622	Grokor	Pet Trainer	40	40	0	7	4295	0
3623	[UNUSED] Tursk	Crawler Trainer	10	10	0	7	4297	1
3624	Zudd	Pet Trainer	40	40	0	7	4292	0
3625	Rarck	General Goods	55	55	0	7	4294	0
3626	Jenn Langston		5	5	0	7	1697	0
3627	Erich Lohan		5	5	0	7	1694	0
3628	Steven Lohan		5	5	0	7	1695	0
3629	David Langston		5	5	0	7	1696	0
3630	Deviate Coiler		15	16	1	1	1742	0
3631	Deviate Stinglash		16	17	1	1	4091	0
3632	Deviate Creeper		15	16	1	1	1744	0
3633	Deviate Slayer		16	17	1	1	949	0
3634	Deviate Stalker		15	17	1	1	1746	0
3636	Deviate Ravager		18	19	1	1	1747	0
3637	Deviate Guardian		18	19	1	1	755	0
3638	Devouring Ectoplasm		16	17	1	10	4266	0
3639	Sentinel Tysha Moonblade		10	10	0	7	1750	0
3640	Evolving Ectoplasm		17	18	1	10	1751	0
3641	Deviate Lurker		16	17	1	1	1752	0
3642	Deviate Horror		18	19	1	1	1754	1
3644	Cerellean Whiteclaw		15	15	0	7	1757	0
3649	Thundris Windweaver		15	15	0	7	1770	0
3650	Asterion		15	15	0	7	1771	0
3651	[UNUSED] Kolkar Observer		16	16	2	7	1226	1
3652	Trigore the Lasher		19	19	2	10	1092	0
3653	Kresh		20	20	1	1	5126	1.5
3654	Mutanus the Devourer		22	22	1	7	4088	0
3655	Mad Magglish		18	18	1	7	7221	0
3657	Sentinel Elissa Starbreeze		20	20	0	7	2529	0
3658	Lizzarik	Weapon Dealer	19	19	0	7	7057	0
3659	Jorb	Lizzarik's Bodyguard	37	37	0	7	10704	0
3660	Athrikus Narassin	Cult of the Dark Strand	31	31	0	7	4413	0
3661	Balthule Shadowstrike		15	15	0	7	2530	0
3662	Delmanis the Hated		17	17	0	3	467	0
3663	Delgren the Purifier		19	19	0	7	2531	0
3664	Ilkrud Magthrull		24	24	0	7	2532	0
3665	Crane Operator Bigglefuzz		18	18	0	7	7051	0
3666	Wizbang Cranktoggle		15	15	0	7	4474	1.15
3667	Anaya Dawnrunner		16	16	0	6	1937	0
3668	Tortured Highborne Soul		20	20	0	7	4471	1
3669	Lord Cobrahn	Fanglord	20	20	1	7	4213	0
3670	Lord Pythas	Fanglord	21	21	1	7	4214	0
3671	Lady Anacondra	Fanglord	20	20	1	7	4313	0
3672	Boahn	Druid of the Fang	20	20	2	7	4212	0
3673	Lord Serpentis	Fanglord	21	21	1	7	4215	0
3674	Skum		21	21	1	1	4203	0
3678	Disciple of Naralex		20	20	1	7	1941	1.62
3679	Naralex		25	25	0	7	4216	0
3680	Serpentbloom Snake		1	1	0	1	4268	0
3681	Wisp		1	1	0	8	10045	0
3682	Vrang Wildgore	Weaponsmith & Armorcrafter	48	48	0	7	3878	0
3683	Kiknikle	Stylish Clothier	32	32	0	7	7100	0
3684	Pizznukle	Leather Armor Merchant	33	33	0	7	7101	0
3685	Harb Clawhoof	Kodo Mounts	45	45	0	7	4300	1.35
3688	Reban Freerunner	Pet Trainer	40	40	0	7	4299	1.35
3689	Laer Stepperunner	Food & Drink	42	42	0	7	4301	1.35
3690	Kar Stormsinger	Riding Trainer	44	44	0	7	4298	1.35
3691	Raene Wolfrunner		60	60	1	7	1980	0
3692	Volcor		19	19	0	7	1899	1.15
3693	Terenthis		15	15	0	7	1956	0
3694	Sentinel Selarin		20	20	0	7	1982	0
3695	Grimclaw		13	13	0	1	913	0
3696	Ran Bloodtooth		30	30	0	7	1012	0
3697	Kyln Longclaw	Boar Trainer	1	1	0	7	4303	1
3698	Bolyun	Pet Trainer	40	40	0	7	4304	0
3699	Nerra	Cat Trainer	12	12	0	7	4302	1
3700	Jadenvis Seawatcher	Reagent Vendor	51	51	0	7	4484	0
3701	Tharnariun Treetender		18	18	0	7	4485	0
3702	Alanndarian Nightsong		18	22	0	7	4487	0
3703	Krulmoo Fullmoon	Expert Leatherworker	42	42	0	7	3895	1.35
3704	Mahani	Expert Tailor	31	31	0	7	3896	1.25
3705	Gahroot	Butcher	25	25	0	7	3843	1.35
3706	Tai'jin	Priest Trainer	18	18	0	7	1897	0
3707	Ken'jai	Priest Trainer	10	10	0	7	4068	0
3708	Gruna	Food & Drink	52	52	0	7	13970	0
3711	Wrathtail Myrmidon		20	21	0	7	6747	0
3712	Wrathtail Razortail		19	20	0	7	11264	0
3713	Wrathtail Wave Rider		18	19	0	7	4765	0
3715	Wrathtail Sea Witch		19	20	0	7	4981	0
3717	Wrathtail Sorceress		18	19	0	7	4972	0
3718	[UNUSED] Wrathtail Tide Princess		20	21	4	7	4973	1
3721	Mystlash Hydra		19	20	0	10	10898	0
3722	Mystlash Flayer		20	21	0	10	6735	0
3725	Dark Strand Cultist		18	19	0	7	4255	0
3727	Dark Strand Enforcer		20	21	0	7	1643	0
3728	Dark Strand Adept		18	19	0	7	4220	0
3730	Dark Strand Excavator		19	20	0	7	9751	0
3732	Forsaken Seeker		18	19	0	7	4127	0
3733	Forsaken Herbalist		18	19	0	7	4129	0
3734	Forsaken Thug		20	20	0	7	4131	0
3735	Apothecary Falthis		22	22	4	7	4156	0
3736	Darkslayer Mordenthal		23	23	0	7	4155	0
3737	Saltspittle Puddlejumper		19	20	0	7	3617	0
3739	Saltspittle Warrior		19	20	0	7	540	0
3740	Saltspittle Muckdweller		20	21	0	7	652	0
3742	Saltspittle Oracle		20	21	0	7	4920	0
3743	Foulweald Warrior		23	24	0	7	6824	0
3745	Foulweald Pathfinder		23	24	0	7	937	0
3746	Foulweald Den Watcher		24	25	0	7	6819	0
3748	Foulweald Shaman		24	25	0	7	6822	0
3749	Foulweald Ursa		24	25	0	7	1996	0
3750	Foulweald Totemic		23	24	0	7	6821	0
3752	Xavian Rogue		29	30	0	3	2878	0
3754	Xavian Betrayer		28	29	0	3	11344	1.4
3755	Xavian Felsworn		28	29	0	3	11346	1.4
3757	Xavian Hellcaller		29	30	0	3	11345	0
3758	Felmusk Satyr		25	26	0	3	2010	0
3759	Felmusk Rogue		26	27	0	3	2875	0
3762	Felmusk Felsworn		25	26	0	3	2011	0
3763	Felmusk Shadowstalker		26	27	0	3	6741	0
3765	Bleakheart Satyr		26	27	0	3	2007	1.3
3767	Bleakheart Trickster		27	28	0	3	2018	0
3770	Bleakheart Shadowstalker		27	28	0	3	2017	1.4
3771	Bleakheart Hellcaller		26	27	0	3	2013	1.3
3772	Lesser Felguard		23	24	0	3	5049	0
3773	Akkrilus		26	26	4	3	1912	0
3774	Felslayer		22	23	0	3	10950	0
3777	Aelyssa	Spirit Healer	35	35	0	7	1914	1
3778	Myielea Starwhisper	Spirit Healer	35	35	0	7	1915	1
3779	Syurana	Trade Goods Supplies	55	55	0	7	1916	0
3780	Shadethicket Moss Eater		21	23	0	4	168	0
3781	Shadethicket Wood Shaper		23	24	0	4	2022	0
3782	Shadethicket Stone Mover		25	26	0	4	9011	0
3783	Shadethicket Raincaller		22	23	0	4	2023	0
3784	Shadethicket Bark Ripper		26	27	0	4	2024	0
3789	Terrowulf Fleshripper		28	29	0	7	203	0
3791	Terrowulf Shadow Weaver		29	30	0	7	736	0
3792	Terrowulf Packlord		32	32	4	7	522	0
3793	Initiate Druid		1	1	0	7	2572	1
3794	Druid of the Talon		60	60	0	7	2572	1
3795	Druid of the Claw		60	60	0	7	2572	1
3796	Druid of the Wild		1	1	0	7	2572	1
3797	Cenarion Protector		25	26	0	7	4253	0
3799	Severed Druid		28	29	0	6	4161	0
3801	Severed Sleeper		28	29	0	6	4159	0
3802	Severed Dreamer		29	30	0	6	4160	0
3803	Severed Keeper		29	30	0	6	4164	0
3804	Forsaken Intruder		28	29	0	7	4133	0
3806	Forsaken Infiltrator		29	30	0	7	4151	0
3807	Forsaken Assassin		29	30	0	7	4153	0
3808	Forsaken Dark Stalker		28	29	0	7	4135	0
3809	Ashenvale Bear		21	22	0	1	820	0
3810	Elder Ashenvale Bear		25	26	0	1	982	0
3811	Giant Ashenvale Bear		29	30	0	1	14315	0
3812	Clattering Crawler		19	20	0	1	9566	0
3814	Spined Crawler		20	21	0	1	1001	0
3815	Blink Dragon		26	27	0	2	1267	0
3816	Wild Buck		18	19	0	1	1917	0
3817	Shadowhorn Stag		22	23	0	1	1991	0
3818	Elder Shadowhorn Stag		26	27	0	1	1992	0
3819	Wildthorn Stalker		20	21	0	1	1103	0
3820	Wildthorn Venomspitter		24	25	0	1	336	0
3821	Wildthorn Lurker		28	29	0	1	1104	0
3823	Ghostpaw Runner		19	20	0	1	802	0
3824	Ghostpaw Howler		23	24	0	1	1207	0
3825	Ghostpaw Alpha		27	28	0	1	776	0
3826	Rabid Ghostpaw		1	1	0	1	802	1
3831	[UNUSED] Ancient Guardian	NEED MODEL	1	1	4	5	1921	1
3832	Cenarion Steward		1	1	0	7	2572	1
3833	Cenarion Vindicator		26	27	0	7	150	0
3834	Crazed Ancient		27	28	0	4	2077	0
3835	Biletoad		1	1	0	8	1924	0
3836	Mountaineer Pebblebitty		44	44	0	7	1927	0
3837	Riding Hippogryph		29	29	0	1	1936	0
3838	Vesprystus	Hippogryph Master	55	55	1	7	1931	0
3839	Voidlasher		19	20	1	4	1131	1
3840	Druid of the Fang		19	20	1	7	4211	0
3841	Caylais Moonfeather	Hippogryph Master	55	55	1	7	1932	0
3842	Brombar Higgleby	The Keymaster	40	40	0	7	1935	0
3843	Anaya		14	14	0	7	1937	0
3844	Healing Ward IV		23	24	0	10	2030	0
3845	Shindrell Swiftfire		25	25	0	7	4126	0
3846	Talen		17	17	0	7	4173	0
3847	Orendil Broadleaf		27	27	0	7	4180	0
3848	Kayneth Stillwind		31	31	0	7	4170	0
3849	Deathstalker Adamant		18	18	1	7	2006	0
3850	Sorcerer Ashcrombe		18	18	1	7	2005	0
3851	Shadowfang Whitescalp		18	19	1	7	729	0
3852	Shadowfang Bloodhowler		19	19	1	7	202	1
3853	Shadowfang Moonwalker		19	20	1	7	729	0
3854	Shadowfang Wolfguard		20	21	1	7	203	0
3855	Shadowfang Darksoul		20	21	1	7	657	0
3857	Shadowfang Glutton		21	22	1	7	202	0
3859	Shadowfang Ragetooth		23	24	1	7	736	0
3860	Shadowfang Tainted One		20	20	1	7	574	1
3861	Bleak Worg		18	19	1	1	801	0
3862	Slavering Worg		18	19	1	1	11421	0
3863	Lupine Horror		24	25	1	6	2446	0
3864	Fel Steed		19	20	1	1	1951	0
3865	Shadow Charger		20	21	1	1	1952	0
3866	Vile Bat		22	23	1	1	8808	0.51
3868	Blood Seeker		23	24	1	1	1955	0.51
3869	Lesser Gargoyle		60	60	1	6	7533	1
3870	Stone Sleeper		60	60	1	6	7534	1
3872	Deathsworn Captain		25	25	2	6	3224	0
3873	Tormented Officer		23	24	1	6	3225	0
3875	Haunted Servitor		20	21	1	6	3229	0
3876	Traumatized Spirit		20	20	1	6	3227	1
3877	Wailing Guardsman		21	22	1	6	3226	0
3878	Magthrull's Doomguard		20	20	0	3	68	1
3879	Dark Strand Assassin		21	21	0	7	4227	0
3880	Sentinel Melyria Frostshadow		25	25	0	7	1957	0
3881	Grimtak	Butcher	14	14	0	7	3755	0
3882	Zlagk	Butcher	9	9	0	7	3753	0
3883	Moodan Sungrain	Baker	11	11	0	7	3812	1.35
3884	Jhawna Oatwind	Baker	13	13	0	7	3807	1.25
3885	Sentinel Velene Starstrike		25	25	0	7	2867	0
3886	Razorclaw the Butcher		22	22	1	7	524	0
3887	Baron Silverlaine		24	24	1	6	3222	0
3888	Korra		20	20	0	1	11446	0
3890	Brakgul Deathbringer	Warsong Gulch Battlemaster	61	61	1	7	15032	0
3891	Teronis' Corpse		20	20	0	7	1983	0
3892	Relara Whitemoon		1	1	0	7	4168	0
3893	Forsaken Scout		23	23	0	7	4157	0
3894	Pelturas Whitemoon		21	21	0	7	4169	0
3895	Captain Noteo	Boat Operator	60	60	0	7	9552	1
3896	Captain Hart	Boat Operator	40	40	0	7	1466	1
3897	Krolg		9	9	0	7	1010	0
3898	Aligar the Tormentor		24	24	0	3	467	0
3899	Balizar the Umbrage		24	24	0	3	2007	0
3900	Caedakar the Vicious		24	24	0	3	9781	0
3901	Illiyana		26	26	0	7	2721	0
3902	Searing Totem II		20	20	0	11	4589	0
3903	Searing Totem III		37	37	0	11	4589	0
3904	Searing Totem IV		45	45	0	11	4589	0
3906	Healing Stream Totem II		35	35	0	11	4587	0
3907	Healing Stream Totem III		45	45	0	11	4587	0
3908	Healing Stream Totem IV		50	50	0	11	4587	0
3909	Healing Stream Totem V		60	60	0	11	4587	0
3911	Stoneclaw Totem II		29	29	0	11	4588	0
3912	Stoneclaw Totem III		40	40	0	11	4588	0
3913	Stoneclaw Totem IV		38	38	0	11	4588	0
3914	Rethilgore	The Cell Keeper	20	20	1	7	524	0
3915	Dagri	Raene's Pet	23	23	0	1	643	0
3916	Shael'dryn		24	24	0	7	2721	0
3917	Befouled Water Elemental		23	25	0	4	525	0
3919	Withered Ancient		26	27	0	4	9593	0
3920	Anilia		25	25	0	7	12064	0
3921	Thistlefur Ursa		23	24	0	7	1999	0
3922	Thistlefur Totemic		23	24	0	7	6803	0
3923	Thistlefur Den Watcher		23	24	0	7	936	0
3924	Thistlefur Shaman		23	24	0	7	6801	0
3925	Thistlefur Avenger		23	24	0	7	6823	0
3926	Thistlefur Pathfinder		23	24	0	7	897	0
3927	Wolf Master Nandos		25	25	1	7	11179	0
3928	Rotting Slime		20	22	0	10	2028	0
3931	Shadethicket Oracle		30	30	0	4	1549	0
3932	Bloodtooth Guard		27	28	0	7	1996	0
3933	Hai'zan	Butcher	14	14	0	7	4082	0
3934	Innkeeper Boorand Plainswind	Innkeeper	30	30	0	7	3881	1.35
3935	Toddrick	Butcher	10	10	0	7	3236	0
3936	Shandris Feathermoon	General of the Sentinel Army	62	62	0	7	2035	0
3937	Kira Songshine	Traveling Baker	12	12	0	7	3234	0
3938	Roth Bluntblade	Kira's Guard	15	15	0	7	2032	1
3939	Razormane Wolf		7	8	0	1	643	0
3940	Taneel Darkwood		32	32	0	6	4166	0
3941	Uthil Mooncall		32	32	0	6	4165	0
3942	Mavoris Cloudsbreak		32	32	0	6	4163	0
3943	Ruuzel		22	22	0	7	5029	0
3944	Wrathtail Priestess		20	21	0	7	6749	0
3945	Caravaneer Ruzzgot		30	39	0	7	11353	0
3946	Velinde Starsong		40	40	0	7	2034	0
3947	Goblin Shipbuilder		19	20	1	7	7112	0
3948	Honni Goldenoat	Baker	10	10	0	7	2036	0
3950	Minor Water Guardian		1	1	0	4	4606	1
3951	Bhaldaran Ravenshade	Bowyer	34	34	0	7	2065	0
3952	Aeolynn	Clothier	22	22	0	7	2054	0
