panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"multi-action-bar","MultiBarBottomLeftButton9HotKey","FontString","MultiBarBottomLeftButton9","334","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton9Count","FontString","MultiBarBottomLeftButton9","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton9Name","FontString","MultiBarBottomLeftButton9","336","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton9Cooldown","Model","MultiBarBottomLeftButton9","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton9NormalTexture","NormalTexture","MultiBarBottomLeftButton9","321","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton9/PushedTexture","PushedTexture","MultiBarBottomLeftButton9","336","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton9/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton9","336","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton9/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton9","336","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton10","CheckButton","MultiBarBottomLeft","378","2","36","36","LEFT","MultiBarBottomLeftButton9","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton10Icon","Texture","MultiBarBottomLeftButton10","378","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton10HotKey","FontString","MultiBarBottomLeftButton10","376","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton10Count","FontString","MultiBarBottomLeftButton10","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton10Name","FontString","MultiBarBottomLeftButton10","378","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton10Cooldown","Model","MultiBarBottomLeftButton10","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton10NormalTexture","NormalTexture","MultiBarBottomLeftButton10","363","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton10/PushedTexture","PushedTexture","MultiBarBottomLeftButton10","378","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton10/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton10","378","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton10/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton10","378","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton11","CheckButton","MultiBarBottomLeft","420","2","36","36","LEFT","MultiBarBottomLeftButton10","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton11Icon","Texture","MultiBarBottomLeftButton11","420","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton11HotKey","FontString","MultiBarBottomLeftButton11","418","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton11Count","FontString","MultiBarBottomLeftButton11","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton11Name","FontString","MultiBarBottomLeftButton11","420","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton11Cooldown","Model","MultiBarBottomLeftButton11","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton11NormalTexture","NormalTexture","MultiBarBottomLeftButton11","405","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton11/PushedTexture","PushedTexture","MultiBarBottomLeftButton11","420","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton11/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton11","420","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton11/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton11","420","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
"multi-action-bar","MultiBarBottomLeftButton12","CheckButton","MultiBarBottomLeft","462","2","36","36","LEFT","MultiBarBottomLeftButton11","RIGHT","6","0","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\MultiActionBars.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton12Icon","Texture","MultiBarBottomLeftButton12","462","2","36","36","","","","","","","","","","","BACKGROUND","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton12HotKey","FontString","MultiBarBottomLeftButton12","460","4","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton12Count","FontString","MultiBarBottomLeftButton12","","","","","BOTTOMRIGHT","","","-2","2","","NumberFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"multi-action-bar","MultiBarBottomLeftButton12Name","FontString","MultiBarBottomLeftButton12","462","26","36","10","BOTTOM","","","0","2","","GameFontHighlightSmallOutline","Fonts\FRIZQT__.TTF","10","#FFFFFFFF","OVERLAY","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"multi-action-bar","MultiBarBottomLeftButton12Cooldown","Model","MultiBarBottomLeftButton12","","","","","CENTER","","","0","-1","","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","",""
"multi-action-bar","MultiBarBottomLeftButton12NormalTexture","NormalTexture","MultiBarBottomLeftButton12","447","-12","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"multi-action-bar","MultiBarBottomLeftButton12/PushedTexture","PushedTexture","MultiBarBottomLeftButton12","462","2","36","36","","","","","","Interface\Buttons\UI-Quickslot-Depress.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\UI-Quickslot-Depress.blp",""
"multi-action-bar","MultiBarBottomLeftButton12/HighlightTexture","HighlightTexture","MultiBarBottomLeftButton12","462","2","36","36","","","","","","Interface\Buttons\ButtonHilight-Square.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\ButtonHilight-Square.blp",""
"multi-action-bar","MultiBarBottomLeftButton12/CheckedTexture","CheckedTexture","MultiBarBottomLeftButton12","462","2","36","36","","","","","","Interface\Buttons\CheckButtonHilight.blp","","","","","","HIGH","","","","","","","patch.MPQ:Interface\FrameXML\ActionButtonTemplate.xml","interface.MPQ:Interface\Buttons\CheckButtonHilight.blp",""
