[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.223 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.223 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.236 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.237 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.245 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[combat] time=0.429 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.429 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=9.941 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=10.491 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=10.491 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=16.273 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.289 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.289 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.306 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.321 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.323 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.323 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.339 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.339 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.356 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.356 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.373 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.373 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.389 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.389 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.406 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.406 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.423 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.423 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.439 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.439 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.456 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.456 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.473 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.473 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.489 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.489 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.506 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.506 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.523 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.523 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.539 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.539 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.556 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.556 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.573 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.573 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.589 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.589 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.606 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.621 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.623 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.623 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.640 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.640 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.656 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.656 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.673 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.673 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.690 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.690 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.706 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.706 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.723 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.723 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.739 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.740 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.756 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.756 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.773 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.773 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.790 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.790 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.807 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.807 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.807 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=16.823 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.823 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.840 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.840 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.856 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.856 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.873 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.873 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.890 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.890 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.906 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.922 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.922 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=16.924 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.924 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.940 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.940 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.956 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.956 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.973 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.973 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=16.990 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=16.990 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.006 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.007 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.023 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.024 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.040 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.040 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.057 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.057 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.073 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.073 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.090 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.090 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.107 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.107 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.123 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.123 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.140 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.140 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.157 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.157 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.173 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.173 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.190 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.190 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.207 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.222 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.224 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.224 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.240 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.240 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.257 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.257 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.274 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.274 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.290 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.290 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.307 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.307 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.324 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.324 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.340 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.340 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.357 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.357 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.373 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.374 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.391 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.391 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.407 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.407 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.423 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.424 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.440 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.440 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.457 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.457 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.474 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.474 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.490 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.490 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.507 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.522 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.524 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.524 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.540 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.540 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.557 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.557 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.573 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.574 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.590 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.590 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.607 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.607 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.624 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.624 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.640 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.640 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.657 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.657 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.674 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.674 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.690 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.690 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.707 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.707 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.723 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.723 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.740 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.740 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.757 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.757 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.774 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.774 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.790 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.790 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.807 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.822 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.824 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.824 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.841 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.841 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.857 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.857 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.874 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.874 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.891 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.891 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.908 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.908 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.924 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.924 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.941 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.941 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.958 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.958 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.974 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.974 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=17.991 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=17.991 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.008 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.008 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.024 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.024 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.041 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.042 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.057 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.057 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.075 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.075 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.091 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.091 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.107 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.123 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.125 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.125 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.141 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.141 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.158 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.158 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.174 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.174 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.191 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.191 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.208 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.208 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.224 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.224 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.241 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.241 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.258 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.258 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.274 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.274 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.291 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.291 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.308 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.308 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.324 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.324 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.341 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.341 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.357 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.357 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.474 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.474 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.491 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.491 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.508 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.508 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.524 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.524 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.541 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.541 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.558 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.558 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.575 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.575 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.591 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.591 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.608 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.608 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.625 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.625 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.641 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.641 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.658 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.658 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.674 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.674 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.691 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.692 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.708 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.723 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.725 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.725 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.742 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.742 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.758 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.758 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.775 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.775 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.791 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.791 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.808 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.808 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.825 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.825 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.841 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.841 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.859 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.859 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.875 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.875 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.891 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.891 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.908 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.908 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.925 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.925 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.942 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.942 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=18.958 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=18.958 unit=creature:328 track=0 requested=0 played=0 kind=Exact
